token,label,sentence
Chapter,O,0
1,O,0
Once,O,0
upon,O,0
a,O,0
time,O,0
and,O,0
a,O,0
very,O,0
good,O,0
time,O,0
it,O,0
was,O,0
there,O,0
was,O,0
a,O,0
moocow,O,0
coming,EVENT,0
down,O,0
along,O,0
the,O,0
road,O,0
and,O,0
this,O,0
moocow,O,0
that,O,0
was,O,0
coming,EVENT,0
down,O,0
along,O,0
the,O,0
road,O,0
met,EVENT,0
a,O,0
nicens,O,0
little,O,0
boy,O,0
named,O,0
baby,O,0
tuckoo,O,0
...,O,0
His,O,0
father,O,0
told,EVENT,0
him,O,0
that,O,0
story,O,0
:,O,0
his,O,0
father,O,0
looked,EVENT,0
at,O,0
him,O,0
through,O,0
a,O,0
glass,O,0
:,O,0
he,O,0
had,O,0
a,O,0
hairy,O,0
face,O,0
.,O,0
He,O,1
was,O,1
baby,O,1
tuckoo,O,1
.,O,1
The,O,2
moocow,O,2
came,EVENT,2
down,O,2
the,O,2
road,O,2
where,O,2
Betty,O,2
Byrne,O,2
lived,O,2
:,O,2
she,O,2
sold,O,2
lemon,O,2
platt,O,2
.,O,2
O,O,3
",",O,3
the,O,3
wild,O,3
rose,O,3
blossoms,O,3
On,O,3
the,O,3
little,O,3
green,O,3
place,O,3
.,O,3
He,O,4
sang,EVENT,4
that,O,4
song,O,4
.,O,4
That,O,5
was,O,5
his,O,5
song,O,5
.,O,5
O,O,6
",",O,6
the,O,6
green,O,6
wothe,O,6
botheth,O,6
.,O,6
When,O,7
you,O,7
wet,O,7
the,O,7
bed,O,7
first,O,7
it,O,7
is,O,7
warm,O,7
then,O,7
it,O,7
gets,O,7
cold,O,7
.,O,7
His,O,8
mother,O,8
put,EVENT,8
on,O,8
the,O,8
oilsheet,O,8
.,O,8
That,O,9
had,O,9
the,O,9
queer,O,9
smell,O,9
.,O,9
His,O,10
mother,O,10
had,O,10
a,O,10
nicer,O,10
smell,O,10
than,O,10
his,O,10
father,O,10
.,O,10
She,O,11
played,EVENT,11
on,O,11
the,O,11
piano,O,11
the,O,11
sailor,O,11
's,O,11
hornpipe,O,11
for,O,11
him,O,11
to,O,11
dance,O,11
.,O,11
He,O,12
danced,EVENT,12
:,O,12
Tralala,O,12
lala,O,12
",",O,12
Tralala,O,12
tralaladdy,O,12
",",O,12
Tralala,O,12
lala,O,12
",",O,12
Tralala,O,12
lala,O,12
.,O,12
Uncle,O,13
Charles,O,13
and,O,13
Dante,O,13
clapped,EVENT,13
.,O,13
They,O,14
were,O,14
older,O,14
than,O,14
his,O,14
father,O,14
and,O,14
mother,O,14
but,O,14
uncle,O,14
Charles,O,14
was,O,14
older,O,14
than,O,14
Dante,O,14
.,O,14
Dante,O,15
had,O,15
two,O,15
brushes,O,15
in,O,15
her,O,15
press,O,15
.,O,15
The,O,16
brush,O,16
with,O,16
the,O,16
maroon,O,16
velvet,O,16
back,O,16
was,O,16
for,O,16
Michael,O,16
Davitt,O,16
and,O,16
the,O,16
brush,O,16
with,O,16
the,O,16
green,O,16
velvet,O,16
back,O,16
was,O,16
for,O,16
Parnell,O,16
.,O,16
Dante,O,17
gave,O,17
him,O,17
a,O,17
cachou,O,17
every,O,17
time,O,17
he,O,17
brought,O,17
her,O,17
a,O,17
piece,O,17
of,O,17
tissue,O,17
paper,O,17
.,O,17
The,O,18
Vances,O,18
lived,O,18
in,O,18
number,O,18
seven,O,18
.,O,18
They,O,19
had,O,19
a,O,19
different,O,19
father,O,19
and,O,19
mother,O,19
.,O,19
They,O,20
were,O,20
Eileen,O,20
's,O,20
father,O,20
and,O,20
mother,O,20
.,O,20
When,O,21
they,O,21
were,O,21
grown,O,21
up,O,21
he,O,21
was,O,21
going,O,21
to,O,21
marry,O,21
Eileen,O,21
.,O,21
He,O,22
hid,EVENT,22
under,O,22
the,O,22
table,O,22
.,O,22
His,O,23
mother,O,23
said,EVENT,23
:,O,23
--,O,23
O,O,23
",",O,23
Stephen,O,23
will,O,23
apologize,O,23
.,O,23
Dante,O,24
said,EVENT,24
:,O,24
--,O,24
O,O,24
",",O,24
if,O,24
not,O,24
",",O,24
the,O,24
eagles,O,24
will,O,24
come,O,24
and,O,24
pull,O,24
out,O,24
his,O,24
eyes,O,24
.,O,24
--,O,25
Pull,O,25
out,O,25
his,O,25
eyes,O,25
",",O,25
Apologize,O,25
",",O,25
Apologize,O,25
",",O,25
Pull,O,25
out,O,25
his,O,25
eyes,O,25
.,O,25
Apologize,O,26
",",O,26
Pull,O,26
out,O,26
his,O,26
eyes,O,26
",",O,26
Pull,O,26
out,O,26
his,O,26
eyes,O,26
",",O,26
Apologize,O,26
.,O,26
*,O,27
*,O,27
*,O,27
*,O,27
*,O,27
The,O,27
wide,O,27
playgrounds,O,27
were,O,27
swarming,EVENT,27
with,O,27
boys,O,27
.,O,27
All,O,28
were,O,28
shouting,EVENT,28
and,O,28
the,O,28
prefects,O,28
urged,EVENT,28
them,O,28
on,O,28
with,O,28
strong,O,28
cries,EVENT,28
.,O,28
The,O,29
evening,O,29
air,O,29
was,O,29
pale,O,29
and,O,29
chilly,O,29
and,O,29
after,O,29
every,O,29
charge,EVENT,29
and,O,29
thud,EVENT,29
of,O,29
the,O,29
footballers,O,29
the,O,29
greasy,O,29
leather,O,29
orb,O,29
flew,EVENT,29
like,O,29
a,O,29
heavy,O,29
bird,O,29
through,O,29
the,O,29
grey,O,29
light,O,29
.,O,29
He,O,30
kept,EVENT,30
on,O,30
the,O,30
fringe,O,30
of,O,30
his,O,30
line,O,30
",",O,30
out,O,30
of,O,30
sight,O,30
of,O,30
his,O,30
prefect,O,30
",",O,30
out,O,30
of,O,30
the,O,30
reach,O,30
of,O,30
the,O,30
rude,O,30
feet,O,30
",",O,30
feigning,EVENT,30
to,O,30
run,O,30
now,O,30
and,O,30
then,O,30
.,O,30
He,O,31
felt,O,31
his,O,31
body,O,31
small,O,31
and,O,31
weak,O,31
amid,O,31
the,O,31
throng,O,31
of,O,31
the,O,31
players,O,31
and,O,31
his,O,31
eyes,O,31
were,O,31
weak,O,31
and,O,31
watery,O,31
.,O,31
Rody,O,32
Kickham,O,32
was,O,32
not,O,32
like,O,32
that,O,32
:,O,32
he,O,32
would,O,32
be,O,32
captain,O,32
of,O,32
the,O,32
third,O,32
line,O,32
all,O,32
the,O,32
fellows,O,32
said,O,32
.,O,32
Rody,O,33
Kickham,O,33
was,O,33
a,O,33
decent,O,33
fellow,O,33
but,O,33
Nasty,O,33
Roche,O,33
was,O,33
a,O,33
stink,O,33
.,O,33
Rody,O,34
Kickham,O,34
had,O,34
greaves,O,34
in,O,34
his,O,34
number,O,34
and,O,34
a,O,34
hamper,O,34
in,O,34
the,O,34
refectory,O,34
.,O,34
Nasty,O,35
Roche,O,35
had,O,35
big,O,35
hands,O,35
.,O,35
He,O,36
called,O,36
the,O,36
Friday,O,36
pudding,O,36
dog-in-the-blanket,O,36
.,O,36
And,O,37
one,O,37
day,O,37
he,O,37
had,O,37
asked,EVENT,37
:,O,37
--,O,37
What,O,37
is,O,37
your,O,37
name,O,37
?,O,37
Stephen,O,37
had,O,37
answered,EVENT,37
:,O,37
Stephen,O,37
Dedalus,O,37
.,O,37
Then,O,38
Nasty,O,38
Roche,O,38
had,O,38
said,EVENT,38
:,O,38
--,O,38
What,O,38
kind,O,38
of,O,38
a,O,38
name,O,38
is,O,38
that,O,38
?,O,38
And,O,38
when,O,38
Stephen,O,38
had,O,38
not,O,38
been,O,38
able,O,38
to,O,38
answer,O,38
Nasty,O,38
Roche,O,38
had,O,38
asked,EVENT,38
:,O,38
--,O,38
What,O,38
is,O,38
your,O,38
father,O,38
?,O,38
Stephen,O,38
had,O,38
answered,EVENT,38
:,O,38
--,O,38
A,O,38
gentleman,O,38
.,O,38
Then,O,39
Nasty,O,39
Roche,O,39
had,O,39
asked,EVENT,39
:,O,39
--,O,39
Is,O,39
he,O,39
a,O,39
magistrate,O,39
?,O,39
He,O,39
crept,EVENT,39
about,O,39
from,O,39
point,O,39
to,O,39
point,O,39
on,O,39
the,O,39
fringe,O,39
of,O,39
his,O,39
line,O,39
",",O,39
making,O,39
little,O,39
runs,EVENT,39
now,O,39
and,O,39
then,O,39
.,O,39
But,O,40
his,O,40
hands,O,40
were,O,40
bluish,O,40
with,O,40
cold,O,40
.,O,40
He,O,41
kept,EVENT,41
his,O,41
hands,O,41
in,O,41
the,O,41
side,O,41
pockets,O,41
of,O,41
his,O,41
belted,O,41
grey,O,41
suit,O,41
.,O,41
That,O,42
was,O,42
a,O,42
belt,O,42
round,O,42
his,O,42
pocket,O,42
.,O,42
And,O,43
belt,O,43
was,O,43
also,O,43
to,O,43
give,O,43
a,O,43
fellow,O,43
a,O,43
belt,O,43
.,O,43
One,O,44
day,O,44
a,O,44
fellow,O,44
said,EVENT,44
to,O,44
Cantwell,O,44
:,O,44
--,O,44
I,O,44
'd,O,44
give,O,44
you,O,44
such,O,44
a,O,44
belt,O,44
in,O,44
a,O,44
second,O,44
.,O,44
Cantwell,O,45
had,O,45
answered,EVENT,45
:,O,45
--,O,45
Go,O,45
and,O,45
fight,O,45
your,O,45
match,O,45
.,O,45
Give,O,46
Cecil,O,46
Thunder,O,46
a,O,46
belt,O,46
.,O,46
I,O,47
'd,O,47
like,O,47
to,O,47
see,O,47
you,O,47
.,O,47
He,O,48
'd,O,48
give,O,48
you,O,48
a,O,48
toe,O,48
in,O,48
the,O,48
rump,O,48
for,O,48
yourself,O,48
.,O,48
That,O,49
was,O,49
not,O,49
a,O,49
nice,O,49
expression,O,49
.,O,49
His,O,50
mother,O,50
had,O,50
told,EVENT,50
him,O,50
not,O,50
to,O,50
speak,O,50
with,O,50
the,O,50
rough,O,50
boys,O,50
in,O,50
the,O,50
college,O,50
.,O,50
Nice,O,51
mother,O,51
!,O,51
The,O,51
first,O,51
day,O,51
in,O,51
the,O,51
hall,O,51
of,O,51
the,O,51
castle,O,51
when,O,51
she,O,51
had,O,51
said,EVENT,51
goodbye,O,51
she,O,51
had,O,51
put,EVENT,51
up,O,51
her,O,51
veil,O,51
double,O,51
to,O,51
her,O,51
nose,O,51
to,O,51
kiss,O,51
