token,label,sentence
CHAPTER,O,0
I,O,0
“,O,0
TOM,O,0
!,O,0
”,O,0
No,O,0
answer,O,0
.,O,0
“,O,1
TOM,O,1
!,O,1
”,O,1
No,O,1
answer,O,1
.,O,1
“,O,2
What,O,2
's,O,2
gone,O,2
with,O,2
that,O,2
boy,O,2
",",O,2
I,O,2
wonder,EVENT,2
?,O,2
You,O,2
TOM,O,2
!,O,2
”,O,2
No,O,2
answer,O,2
.,O,2
The,O,3
old,O,3
lady,O,3
pulled,EVENT,3
her,O,3
spectacles,O,3
down,O,3
and,O,3
looked,EVENT,3
over,O,3
them,O,3
about,O,3
the,O,3
room,O,3
;,O,3
then,O,3
she,O,3
put,EVENT,3
them,O,3
up,O,3
and,O,3
looked,EVENT,3
out,O,3
under,O,3
them,O,3
.,O,3
She,O,4
seldom,O,4
or,O,4
never,O,4
looked,O,4
_,O,4
through,O,4
_,O,4
them,O,4
for,O,4
so,O,4
small,O,4
a,O,4
thing,O,4
as,O,4
a,O,4
boy,O,4
;,O,4
they,O,4
were,O,4
her,O,4
state,O,4
pair,O,4
",",O,4
the,O,4
pride,O,4
of,O,4
her,O,4
heart,O,4
",",O,4
and,O,4
were,O,4
built,O,4
for,O,4
“,O,4
style,O,4
",",O,4
”,O,4
not,O,4
service,O,4
--,O,4
she,O,4
could,O,4
have,O,4
seen,O,4
through,O,4
a,O,4
pair,O,4
of,O,4
stove-lids,O,4
just,O,4
as,O,4
well,O,4
.,O,4
She,O,5
looked,O,5
perplexed,O,5
for,O,5
a,O,5
moment,O,5
",",O,5
and,O,5
then,O,5
said,EVENT,5
",",O,5
not,O,5
fiercely,O,5
",",O,5
but,O,5
still,O,5
loud,O,5
enough,O,5
for,O,5
the,O,5
furniture,O,5
to,O,5
hear,O,5
:,O,5
“,O,5
Well,O,5
",",O,5
I,O,5
lay,O,5
if,O,5
I,O,5
get,O,5
hold,O,5
of,O,5
you,O,5
I,O,5
'll,O,5
--,O,5
”,O,5
She,O,5
did,O,5
not,O,5
finish,O,5
",",O,5
for,O,5
by,O,5
this,O,5
time,O,5
she,O,5
was,O,5
bending,EVENT,5
down,O,5
and,O,5
punching,EVENT,5
under,O,5
the,O,5
bed,O,5
with,O,5
the,O,5
broom,O,5
",",O,5
and,O,5
so,O,5
she,O,5
needed,O,5
breath,O,5
to,O,5
punctuate,O,5
the,O,5
punches,O,5
with,O,5
.,O,5
She,O,6
resurrected,EVENT,6
nothing,O,6
but,O,6
the,O,6
cat,O,6
.,O,6
“,O,7
I,O,7
never,O,7
did,O,7
see,O,7
the,O,7
beat,O,7
of,O,7
that,O,7
boy,O,7
!,O,7
”,O,7
She,O,7
went,EVENT,7
to,O,7
the,O,7
open,O,7
door,O,7
and,O,7
stood,EVENT,7
in,O,7
it,O,7
and,O,7
looked,EVENT,7
out,O,7
among,O,7
the,O,7
tomato,O,7
vines,O,7
and,O,7
“,O,7
jimpson,O,7
”,O,7
weeds,O,7
that,O,7
constituted,O,7
the,O,7
garden,O,7
.,O,7
No,O,8
Tom,O,8
.,O,8
So,O,9
she,O,9
lifted,EVENT,9
up,O,9
her,O,9
voice,O,9
at,O,9
an,O,9
angle,O,9
calculated,EVENT,9
for,O,9
distance,O,9
and,O,9
shouted,EVENT,9
:,O,9
“,O,9
Y-o-u-u,O,9
TOM,O,9
!,O,9
”,O,9
There,O,9
was,O,9
a,O,9
slight,O,9
noise,EVENT,9
behind,O,9
her,O,9
and,O,9
she,O,9
turned,EVENT,9
just,O,9
in,O,9
time,O,9
to,O,9
seize,EVENT,9
a,O,9
small,O,9
boy,O,9
by,O,9
the,O,9
slack,O,9
of,O,9
his,O,9
roundabout,O,9
and,O,9
arrest,EVENT,9
his,O,9
flight,O,9
.,O,9
“,O,10
There,O,10
!,O,10
I,O,10
might,O,10
',O,10
a,O,10
',O,10
thought,O,10
of,O,10
that,O,10
closet,O,10
.,O,10
What,O,11
you,O,11
been,O,11
