token,label,sentence
I,O,0
MAKING,O,0
GOOD,O,0
WITH,O,0
MOTHER,O,0
When,O,0
men,O,0
began,O,0
to,O,0
build,O,0
cities,O,0
vertically,O,0
instead,O,0
of,O,0
horizontally,O,0
there,O,0
passed,O,0
from,O,0
our,O,0
highways,O,0
a,O,0
picturesque,O,0
figure,O,0
",",O,0
and,O,0
from,O,0
our,O,0
language,O,0
an,O,0
expressive,O,0
figure,O,0
of,O,0
speech,O,0
.,O,0
That,O,1
oily-tongued,O,1
",",O,1
persuasive,O,1
",",O,1
soft-stepping,O,1
stranger,O,1
in,O,1
the,O,1
rusty,O,1
Prince,O,1
Albert,O,1
and,O,1
the,O,1
black,O,1
string,O,1
tie,O,1
who,O,1
had,O,1
been,O,1
wont,O,1
to,O,1
haunt,O,1
our,O,1
back,O,1
steps,O,1
and,O,1
front,O,1
offices,O,1
with,O,1
his,O,1
carefully,O,1
wrapped,O,1
bundle,O,1
",",O,1
retreated,EVENT,1
in,O,1
bewildered,O,1
defeat,EVENT,1
before,O,1
the,O,1
clanging,O,1
blows,EVENT,1
of,O,1
steel,O,1
on,O,1
steel,O,1
that,O,1
meant,O,1
the,O,1
erection,EVENT,1
of,O,1
the,O,1
first,O,1
twenty-story,O,1
skyscraper,O,1
.,O,1
we,O,2
used,O,2
to,O,2
say,O,2
",",O,2
Of,O,2
what,O,2
use,O,2
his,O,2
wares,O,2
on,O,2
a,O,2
building,O,2
whose,O,2
tower,O,2
was,O,2
robed,O,2
in,O,2
clouds,O,2
and,O,2
which,O,2
used,O,2
the,O,2
chain,O,2
lightning,O,2
for,O,2
a,O,2
necklace,O,2
?,O,2
The,O,2
Fourth,O,2
Avenue,O,2
antique,O,2
dealer,O,2
had,O,2
another,O,2
curio,O,2
to,O,2
add,O,2
to,O,2
his,O,2
collection,O,2
of,O,2
andirons,O,2
",",O,2
knockers,O,2
",",O,2
snuff,O,2
boxes,O,2
and,O,2
warming,O,2
pans,O,2
.,O,2
But,O,3
even,O,3
as,O,3
this,O,3
quaint,O,3
figure,O,3
vanished,EVENT,3
there,O,3
sprang,EVENT,3
up,O,3
a,O,3
new,O,3
and,O,3
glittering,O,3
one,O,3
to,O,3
take,O,3
his,O,3
place,O,3
.,O,3
He,O,4
stood,O,4
framed,O,4
in,O,4
the,O,4
great,O,4
plate-glass,O,4
window,O,4
of,O,4
the,O,4
very,O,4
building,O,4
which,O,4
had,O,4
brought,O,4
about,O,4
the,O,4
defeat,EVENT,4
of,O,4
his,O,4
predecessor,O,4
.,O,4
A,O,5
miracle,O,5
of,O,5
close,O,5
shaving,O,5
his,O,5
face,O,5
was,O,5
",",O,5
and,O,5
a,O,5
marvel,O,5
of,O,5
immaculateness,O,5
his,O,5
linen,O,5
.,O,5
Dapper,O,6
he,O,6
was,O,6
",",O,6
and,O,6
dressy,O,6
",",O,6
albeit,O,6
inclined,O,6
to,O,6
glittering,O,6
effects,O,6
and,O,6
a,O,6
certain,O,6
plethory,O,6
at,O,6
the,O,6
back,O,6
of,O,6
the,O,6
neck,O,6
.,O,6
Back,O,7
of,O,7
him,O,7
stood,O,7
shining,O,7
shapes,O,7
that,O,7
reflected,O,7
his,O,7
glory,O,7
in,O,7
enamel,O,7
",",O,7
and,O,7
brass,O,7
",",O,7
and,O,7
glass,O,7
.,O,7
His,O,8
language,O,8
was,O,8
floral,O,8
",",O,8
but,O,8
choice,O,8
;,O,8
his,O,8
talk,O,8
was,O,8
of,O,8
gearings,O,8
and,O,8
bearings,O,8
and,O,8
cylinders,O,8
and,O,8
magnetos,O,8
;,O,8
his,O,8
method,O,8
differed,O,8
from,O,8
that,O,8
of,O,8
him,O,8
who,O,8
went,O,8
before,O,8
as,O,8
the,O,8
method,O,8
of,O,8
a,O,8
skilled,O,8
aëronaut,O,8
differs,O,8
from,O,8
that,O,8
of,O,8
the,O,8
man,O,8
who,O,8
goes,O,8
over,O,8
Niagara,O,8
in,O,8
a,O,8
barrel,O,8
.,O,8
And,O,9
as,O,9
he,O,9
multiplied,O,9
and,O,9
spread,O,9
over,O,9
the,O,9
land,O,9
we,O,9
coined,EVENT,9
a,O,9
new,O,9
figure,O,9
of,O,9
speech,O,9
.,O,9
we,O,10
chuckled,EVENT,10
.,O,10
But,O,11
even,O,11
as,O,11
we,O,11
listened,EVENT,11
",",O,11
fascinated,O,11
by,O,11
his,O,11
fluent,O,11
verbiage,EVENT,11
there,O,11
grew,O,11
within,O,11
us,O,11
a,O,11
certain,O,11
resentment,EVENT,11
.,O,11
Familiarity,O,12
with,O,12
his,O,12
glittering,O,12
wares,O,12
bred,O,12
a,O,12
contempt,O,12
of,O,12
them,O,12
",",O,12
so,O,12
that,O,12
he,O,12
fell,O,12
to,O,12
speaking,O,12
of,O,12
them,O,12
as,O,12
necessities,O,12
instead,O,12
of,O,12
luxuries,O,12
.,O,12
He,O,13
juggled,EVENT,13
